name,age,season,tournament,club,apps,mins,shots (off target),shots (on target),shots (blocked),goals,outside_of_box_goals,unsuccessful_dribbles,successful_dribbles,unsuccesful_touches,dispossessed,aerial_won,aerial_lost,total_passes,accurate_long_pass,inaccurate_long_pass,accurate_short_pass,inaccurate_short_pass,accurate_crosses,inaccurate_crosses,long_key_pass,short_key_pass,assists
Luuk de Jong,28.0,2021,UCL,Sevilla,6.0,382.0,0.5,1.0,0.5,0.3,undefined,undefined,0.2,1.0,1.2,4.5,2.2,19.5,0.2,0.5,13.8,5.0,19.5,0.2,undefined,0.5,undefined
Luuk de Jong,28.0,2021,UNL,Netherlands,6.0,286.0,0.5,0.5,0.3,undefined,undefined,0.3,0.2,0.7,0.2,2.0,3.3,11.2,0.2,undefined,8.2,2.8,11.2,0.2,undefined,0.2,undefined
Luuk de Jong,27.0,2020,SLL,Sevilla,35.0,2063.0,0.8,0.7,0.2,0.2,undefined,0.2,0.2,1.3,0.6,4.2,3.5,15.1,0.4,0.2,10.1,4.4,15.1,0.4,undefined,0.7,undefined
Luuk de Jong,27.0,2020,UEL,Sevilla,8.0,396.0,0.4,0.5,0.1,0.4,undefined,0.3,0.4,1.1,0.5,2.5,2.1,15.9,0.3,0.1,12.5,3.0,15.9,0.3,undefined,1.3,0.1
Luuk de Jong,26.0,2019,NE,PSVEindhoven,34.0,3060.0,1.5,2.1,0.9,0.8,undefined,0.4,0.5,2.6,1.2,8.9,5.4,30.8,0.3,0.2,20.1,10.1,30.8,0.3,0.1,1.4,0.2
Luuk de Jong,26.0,2019,UCL,PSVEindhoven,6.0,531.0,1.0,1.2,0.2,0.5,undefined,0.3,0.2,2.0,1.2,8.5,6.2,25.0,undefined,0.8,16.0,8.2,25.0,undefined,undefined,0.5,undefined
Luuk de Jong,26.0,2019,UNL,Netherlands,3.0,35.0,0.3,undefined,undefined,undefined,undefined,undefined,undefined,0.3,0.3,1.3,2.0,5.7,undefined,undefined,3.7,2.0,5.7,undefined,undefined,undefined,undefined
Luuk de Jong,25.0,2018,NE,PSVEindhoven,28.0,2078.0,1.2,1.8,0.5,0.4,undefined,0.4,0.3,1.9,0.9,5.7,4.7,24.4,0.4,0.4,15.9,7.8,24.4,0.4,undefined,1.7,0.2
Luuk de Jong,24.0,2017,UCL,PSVEindhoven,5.0,450.0,1.0,0.6,0.2,0.2,undefined,0.4,undefined,2.2,1.6,11.2,5.4,34.6,0.4,0.4,20.8,13.0,34.6,0.4,0.2,1.0,0.2
Luuk de Jong,24.0,2017,NE,PSVEindhoven,32.0,2759.0,1.8,1.4,0.5,0.3,undefined,0.3,0.3,2.3,1.6,6.1,3.5,33.6,0.5,0.3,22.1,10.8,33.6,0.5,0.1,1.7,0.2
Luuk de Jong,23.0,2016,UCL,PSVEindhoven,6.0,531.0,0.5,1.0,undefined,0.3,undefined,1.0,0.8,4.0,1.8,5.0,6.7,28.0,0.3,0.3,16.7,10.7,28.0,0.3,0.2,1.0,0.2
Luuk de Jong,23.0,2016,NE,PSVEindhoven,33.0,2862.0,1.5,1.9,0.5,0.8,undefined,0.8,0.5,2.9,2.1,5.0,3.2,31.6,0.8,0.5,21.7,8.6,31.6,0.8,0.1,1.8,0.2
Luuk de Jong,22.0,2015,UEL,PSVEindhoven,7.0,561.0,0.6,1.3,0.3,0.3,undefined,0.7,0.1,1.9,2.1,2.7,3.3,26.6,0.4,0.4,19.4,6.3,26.6,0.4,0.1,1.0,0.1
Luuk de Jong,22.0,2015,NE,PSVEindhoven,32.0,2845.0,1.4,1.8,0.4,0.6,undefined,0.2,0.6,2.8,2.6,4.7,3.8,30.4,0.5,0.3,21.2,8.5,30.4,0.5,undefined,1.9,0.3
Luuk de Jong,21.0,2014,GB,BorussiaMGladbach,13.0,101.0,0.2,undefined,undefined,undefined,undefined,undefined,undefined,0.1,0.3,0.7,0.6,3.1,undefined,0.1,2.2,0.8,3.1,undefined,undefined,0.2,undefined
Luuk de Jong,21.0,2014,EPL,NewcastleUnited,12.0,672.0,0.4,0.6,0.4,undefined,undefined,0.6,0.3,1.6,1.6,2.8,3.9,20.7,0.1,undefined,15.3,5.3,20.7,0.1,undefined,1.1,0.1
Luuk de Jong,20.0,2013,IEU,NetherlandsU21,3.0,262.0,0.3,0.7,0.3,0.3,undefined,0.7,0.3,3.0,2.0,4.0,4.3,32.3,1.0,0.3,20.3,10.7,32.3,1.0,undefined,0.7,0.7
Luuk de Jong,20.0,2013,GB,BorussiaMGladbach,23.0,1424.0,0.5,0.7,0.2,0.3,undefined,1.0,1.1,1.6,2.5,2.7,3.2,22.4,0.3,0.2,16.1,5.9,22.4,0.3,undefined,0.8,0.1
Luuk de Jong,20.0,2013,UEL,BorussiaMGladbach,5.0,358.0,0.8,0.6,undefined,0.4,undefined,0.4,0.2,1.6,2.4,3.2,5.2,22.0,0.4,0.4,16.2,5.0,22.0,0.4,undefined,1.0,undefined
Luuk de Jong,18.0,2011,UCL,Twente,6.0,385.0,0.8,0.5,0.3,0.2,undefined,1.3,0.8,3.0,1.3,1.5,1.8,23.5,0.8,undefined,18.3,4.3,23.5,0.8,undefined,1.2,undefined
Sam Larsson,29.0,2020,CSl,DalianProfessionalFC,18.0,1572.0,0.8,0.9,1.1,0.2,0.1,0.9,1.2,2.4,1.6,0.6,1.4,34.1,0.5,0.7,26.9,6.1,34.1,0.5,0.2,2.2,0.3
Sam Larsson,29.0,2020,NE,Feyenoord,21.0,956.0,0.5,0.8,0.1,0.2,0.1,1.0,1.9,1.0,0.7,0.2,0.8,19.1,0.5,0.2,14.6,3.8,19.1,0.5,undefined,1.0,undefined
Sam Larsson,29.0,2020,UEL,Feyenoord,6.0,427.0,0.7,0.7,0.5,0.2,undefined,0.5,1.7,2.5,0.7,1.5,1.2,22.5,0.7,1.0,15.5,5.3,22.5,0.7,undefined,0.7,0.2
Sam Larsson,28.0,2019,NE,Feyenoord,32.0,2514.0,0.5,0.8,0.7,0.2,0.1,1.6,2.3,2.5,1.5,0.6,0.6,39.0,1.3,0.6,30.5,6.6,39.0,1.3,0.1,2.5,0.3
Sam Larsson,27.0,2018,UCL,Feyenoord,6.0,157.0,0.3,undefined,0.2,undefined,undefined,0.3,0.3,0.8,0.7,0.2,0.7,10.0,0.2,0.8,6.3,2.7,10.0,0.2,undefined,0.5,undefined
Sam Larsson,27.0,2018,NE,Feyenoord,19.0,1250.0,0.8,0.7,0.4,0.2,0.1,1.4,1.9,1.3,1.3,0.5,0.8,33.7,1.8,0.6,23.6,7.7,33.7,1.8,0.2,1.8,0.3
Sam Larsson,26.0,2017,NE,SCHeerenveen,33.0,2650.0,1.0,1.2,0.8,0.3,0.2,2.2,2.8,2.2,2.0,0.3,0.5,39.9,1.8,1.2,27.5,9.4,39.9,1.8,0.3,1.9,0.4
Sam Larsson,25.0,2016,NE,SCHeerenveen,34.0,3003.0,0.5,1.1,0.5,0.2,0.1,1.9,2.3,2.5,2.2,0.6,0.7,41.1,1.5,0.7,30.7,8.2,41.1,1.5,0.2,2.4,0.2
Sam Larsson,24.0,2015,IEU,SwedenU21,3.0,59.0,undefined,undefined,undefined,undefined,undefined,0.3,undefined,undefined,0.7,undefined,undefined,6.0,undefined,undefined,4.3,1.7,6.0,undefined,undefined,0.3,0.3
Sam Larsson,24.0,2015,NE,SCHeerenveen,25.0,2126.0,0.4,0.9,0.4,0.3,0.1,1.6,2.4,1.9,2.4,0.2,0.8,33.6,1.4,0.9,24.7,6.6,33.6,1.4,0.5,1.7,0.2
Sébastien Haller,27.0,2021,EPL,WestHam,16.0,935.0,0.7,0.7,0.2,0.2,0.1,0.3,0.6,2.6,1.4,4.2,4.4,15.3,0.6,0.3,9.2,5.2,15.3,0.6,0.1,0.6,undefined
Sébastien Haller,27.0,2021,NE,Ajax,15.0,1267.0,1.1,1.2,0.4,0.5,undefined,0.7,1.3,3.5,1.7,4.4,2.4,29.7,0.4,0.3,21.1,7.9,29.7,0.4,undefined,1.3,0.3
Sébastien Haller,26.0,2020,EPL,WestHam,32.0,2263.0,0.6,0.8,0.3,0.2,undefined,0.5,0.8,1.9,1.1,6.8,6.4,24.0,0.4,0.3,15.3,7.9,24.0,0.4,0.1,0.6,undefined
Sébastien Haller,25.0,2019,GB,EintrachtFrankfurt,29.0,2181.0,0.6,0.9,0.4,0.5,undefined,0.7,1.0,3.0,1.7,6.9,4.8,27.0,0.4,0.4,16.8,9.4,27.0,0.4,0.1,1.2,0.3
Sébastien Haller,25.0,2019,UEL,EintrachtFrankfurt,10.0,745.0,1.0,0.9,0.3,0.5,undefined,0.3,1.1,2.6,1.6,5.0,3.4,24.8,0.3,0.1,16.9,7.5,24.8,0.3,undefined,1.4,0.3
Sébastien Haller,24.0,2018,GB,EintrachtFrankfurt,31.0,2352.0,0.6,0.5,0.2,0.3,undefined,1.3,0.5,2.1,2.0,4.5,4.6,22.2,0.5,0.2,14.1,7.4,22.2,0.5,undefined,0.9,0.1
Sébastien Haller,23.0,2017,NE,FCUtrecht,36.0,3194.0,1.3,1.1,0.3,0.4,undefined,1.2,1.1,3.4,2.2,5.3,3.8,33.2,0.9,0.5,20.9,10.8,33.2,0.9,0.1,1.4,0.1
Sébastien Haller,22.0,2016,NE,FCUtrecht,37.0,3195.0,1.2,1.3,0.4,0.5,undefined,1.1,0.9,2.5,2.0,5.9,3.6,29.1,0.7,0.8,16.8,10.7,29.1,0.7,undefined,1.0,0.1
Sébastien Haller,21.0,2015,NE,FCUtrecht,17.0,1299.0,1.3,1.2,0.4,0.6,undefined,0.6,0.8,2.5,2.1,4.6,3.4,24.6,0.2,0.2,16.1,8.1,24.6,0.2,undefined,1.0,0.3
Corona,27.0,2021,PLN,FCPorto,30.0,2235.0,0.4,0.4,0.2,0.1,undefined,2.1,1.8,3.1,1.2,0.7,1.0,34.5,1.6,1.0,25.5,6.5,34.5,1.6,0.2,2.0,0.2
Corona,27.0,2021,UCL,FCPorto,10.0,735.0,0.2,0.1,0.2,undefined,undefined,2.2,2.1,3.0,1.6,0.6,1.4,22.8,1.5,0.8,16.1,4.4,22.8,1.5,undefined,0.6,0.2
Corona,26.0,2020,PLN,FCPorto,33.0,2763.0,0.5,0.2,0.2,0.1,undefined,2.0,2.1,2.0,1.5,0.9,0.9,38.3,1.9,1.7,29.6,5.1,38.3,1.9,0.3,1.5,0.3
Corona,26.0,2020,UEL,FCPorto,7.0,624.0,0.1,0.3,0.4,undefined,undefined,2.0,4.1,4.1,2.0,0.6,1.0,45.9,2.4,2.7,35.6,5.1,45.9,2.4,0.4,1.3,0.1
Corona,25.0,2019,PLN,FCPorto,34.0,2352.0,0.7,0.3,0.3,0.1,undefined,1.4,1.7,2.2,0.9,0.9,1.1,29.6,0.9,1.4,22.9,4.4,29.6,0.9,0.4,1.5,0.3
Corona,25.0,2019,UCL,FCPorto,8.0,562.0,0.6,0.6,0.1,0.4,undefined,2.1,1.6,2.0,1.6,0.6,1.1,26.6,0.6,1.4,20.4,4.3,26.6,0.6,0.1,1.1,0.3
Corona,24.0,2018,PLN,FCPorto,27.0,1448.0,0.4,0.2,0.2,0.1,undefined,1.6,1.9,1.1,0.9,0.6,0.6,25.0,0.7,0.6,20.0,3.7,25.0,0.7,undefined,0.9,0.1
Corona,24.0,2018,UCL,FCPorto,8.0,319.0,0.1,0.1,0.3,undefined,undefined,1.3,1.4,0.9,1.1,undefined,0.5,15.8,0.1,0.8,12.3,2.6,15.8,0.1,undefined,0.6,undefined
Corona,23.0,2017,PLN,FCPorto,29.0,1652.0,0.4,0.3,0.3,0.1,undefined,1.8,2.1,1.6,1.7,0.2,0.3,27.7,0.8,0.7,21.3,4.9,27.7,0.8,0.3,1.2,0.2
Corona,23.0,2017,UCL,FCPorto,7.0,318.0,0.3,0.1,0.4,0.1,undefined,1.3,1.6,1.4,2.7,undefined,0.7,25.1,0.7,0.6,20.9,3.0,25.1,0.7,0.3,0.4,0.1
Corona,24.0,2018,WC,Mexico,2.0,35.0,undefined,undefined,undefined,undefined,undefined,1.5,0.5,0.5,1.0,undefined,undefined,10.5,undefined,undefined,8.0,2.5,10.5,undefined,undefined,1.0,undefined
Corona,22.0,2016,UCL,FCPorto,4.0,179.0,undefined,0.8,0.3,undefined,undefined,3.0,3.3,1.0,0.8,undefined,0.5,17.3,undefined,undefined,13.3,4.0,17.3,undefined,0.3,0.5,undefined
Corona,22.0,2016,NE,Twente,4.0,222.0,1.3,1.3,0.3,undefined,undefined,3.3,2.8,2.3,2.3,0.3,0.8,25.3,1.3,0.5,18.0,5.5,25.3,1.3,0.8,0.5,undefined
Corona,21.0,2015,ICA,Mexico,3.0,229.0,1.0,undefined,0.3,undefined,undefined,5.7,3.0,3.0,5.3,0.7,0.3,20.3,0.7,1.3,13.3,5.0,20.3,0.7,undefined,0.7,undefined
Corona,21.0,2015,NE,Twente,20.0,1736.0,0.8,0.9,0.3,0.4,undefined,3.3,3.7,3.2,2.8,0.8,1.0,33.0,0.9,0.9,24.6,6.7,33.0,0.9,0.1,1.3,0.2
Corona,20.0,2014,NE,Twente,3.0,118.0,0.3,0.3,undefined,undefined,undefined,2.3,1.3,3.0,0.7,1.3,0.3,12.0,undefined,0.7,7.7,3.7,12.0,undefined,undefined,0.7,undefined
Ruud Boymans,23.0,2016,NE,FCUtrecht,19.0,868.0,0.6,1.2,0.3,0.5,undefined,0.3,0.1,1.2,1.1,1.5,1.7,11.5,0.3,0.2,7.2,3.9,11.5,0.3,0.1,0.7,undefined
Ruud Boymans,22.0,2015,NE,FCUtrecht,9.0,724.0,1.1,2.1,0.3,1.0,undefined,0.2,undefined,2.3,1.2,4.3,4.4,20.7,0.2,0.1,14.0,6.3,20.7,0.2,undefined,0.9,0.1
Arkadiusz Milik,28.0,2022,WC,Poland,3.0,189.0,1.7,undefined,0.7,undefined,undefined,0.7,0.7,2.3,0.3,1.0,2.3,17.3,0.3,undefined,13.3,3.7,17.3,0.3,undefined,0.7,0.3
Arkadiusz Milik,27.0,2021,FL1,Marseille,12.0,954.0,0.8,1.2,0.8,0.4,0.1,0.5,0.6,2.0,0.8,1.9,2.3,19.8,0.3,0.3,14.7,4.7,19.8,0.3,undefined,0.7,0.1
Arkadiusz Milik,27.0,2021,UNL,Poland,5.0,185.0,0.2,0.2,0.2,undefined,undefined,0.2,0.2,1.8,0.2,0.8,0.6,13.2,0.2,undefined,9.6,3.4,13.2,0.2,undefined,0.2,undefined
Arkadiusz Milik,26.0,2020,ISA,Napoli,26.0,1751.0,1.0,1.1,0.5,0.4,undefined,0.3,0.3,1.5,0.6,1.4,1.4,17.8,0.2,0.2,14.5,2.9,17.8,0.2,undefined,0.8,undefined
Arkadiusz Milik,26.0,2020,UCL,Napoli,5.0,214.0,1.2,0.6,0.6,0.6,undefined,0.2,0.4,1.2,0.4,0.4,1.2,12.4,0.2,undefined,11.0,1.2,12.4,0.2,undefined,0.4,undefined
Arkadiusz Milik,25.0,2019,ISA,Napoli,35.0,2398.0,1.3,1.5,0.4,0.5,0.2,0.3,0.2,1.3,0.7,1.3,2.0,16.8,0.5,0.1,13.5,2.8,16.8,0.5,undefined,1.0,0.1
Arkadiusz Milik,25.0,2019,UEL,Napoli,6.0,388.0,1.0,1.3,0.3,0.3,undefined,0.2,0.5,2.0,1.0,1.2,2.8,16.0,0.5,0.3,11.2,4.0,16.0,0.5,undefined,0.5,0.2
Arkadiusz Milik,25.0,2019,UCL,Napoli,4.0,187.0,0.8,1.3,0.3,undefined,undefined,0.5,undefined,1.0,0.3,0.8,1.8,9.5,undefined,0.5,6.8,2.3,9.5,undefined,undefined,0.3,undefined
Arkadiusz Milik,25.0,2019,UNL,Poland,2.0,180.0,0.5,0.5,1.0,0.5,undefined,undefined,1.0,undefined,undefined,0.5,2.0,22.0,undefined,undefined,19.0,3.0,22.0,undefined,undefined,2.0,undefined
Arkadiusz Milik,24.0,2018,ISA,Napoli,15.0,440.0,0.5,0.9,0.2,0.3,0.1,0.1,0.1,1.3,0.9,0.3,1.1,9.8,0.1,0.1,7.5,2.1,9.8,0.1,0.1,0.4,undefined
Arkadiusz Milik,24.0,2018,UCL,Napoli,1.0,90.0,4.0,1.0,undefined,1.0,undefined,undefined,undefined,2.0,undefined,undefined,2.0,13.0,1.0,undefined,9.0,3.0,13.0,1.0,undefined,1.0,undefined
Arkadiusz Milik,23.0,2017,ISA,Napoli,17.0,547.0,0.2,0.8,0.4,0.3,0.1,0.3,0.2,1.5,0.3,0.2,0.8,9.4,0.4,0.1,7.1,1.7,9.4,0.4,undefined,0.4,undefined
Arkadiusz Milik,23.0,2017,UCL,Napoli,4.0,199.0,0.3,1.0,0.5,0.8,undefined,0.3,undefined,1.0,1.0,1.0,0.8,8.8,undefined,undefined,6.8,2.0,8.8,undefined,undefined,0.5,0.3
Arkadiusz Milik,24.0,2018,WC,Poland,1.0,73.0,1.0,undefined,undefined,undefined,undefined,undefined,undefined,1.0,undefined,1.0,3.0,22.0,undefined,1.0,12.0,9.0,22.0,undefined,undefined,undefined,undefined
Arkadiusz Milik,22.0,2016,UEL,Ajax,5.0,379.0,1.2,0.4,0.4,0.2,undefined,0.8,1.0,2.2,1.4,1.0,3.2,19.4,0.6,0.6,13.6,4.6,19.4,0.6,undefined,1.4,0.2
Arkadiusz Milik,22.0,2016,NE,Ajax,31.0,2474.0,1.5,1.5,0.6,0.7,0.1,0.6,0.4,2.1,1.7,1.5,2.7,24.4,0.5,0.7,17.0,6.1,24.4,0.5,undefined,1.0,0.2
Arkadiusz Milik,21.0,2015,UCL,Ajax,5.0,256.0,0.4,0.6,0.6,0.2,undefined,0.4,0.2,1.0,1.2,0.4,1.2,15.6,0.8,0.2,11.8,2.8,15.6,0.8,undefined,0.4,0.2
Arkadiusz Milik,21.0,2015,UEL,Ajax,4.0,347.0,0.8,1.8,undefined,0.8,0.8,1.3,0.3,2.3,1.0,1.8,1.0,22.0,0.3,0.5,16.5,4.8,22.0,0.3,undefined,0.5,undefined
Arkadiusz Milik,21.0,2015,NE,Ajax,21.0,1266.0,0.6,0.8,0.5,0.5,0.1,0.7,0.4,1.9,1.1,1.4,2.6,18.0,0.4,0.2,13.0,4.3,18.0,0.4,0.1,0.9,0.2
Arkadiusz Milik,22.0,2016,UEC,Poland,5.0,450.0,1.8,1.2,0.6,0.2,undefined,0.4,undefined,2.6,1.6,1.2,2.0,26.6,0.4,0.2,21.0,5.0,26.6,0.4,0.2,1.8,0.2
Arkadiusz Milik,20.0,2014,GB,Augsburg,18.0,638.0,0.3,0.5,0.2,0.1,undefined,0.4,0.4,0.4,0.3,1.5,2.1,9.3,0.3,0.2,6.1,2.7,9.3,0.3,0.1,0.3,undefined
Arkadiusz Milik,19.0,2013,GB,BayerLeverkusen,6.0,65.0,0.2,0.3,0.3,undefined,undefined,0.2,undefined,undefined,0.5,undefined,0.8,3.0,undefined,undefined,2.0,1.0,3.0,undefined,undefined,undefined,undefined
Arkadiusz Milik,19.0,2013,UEL,BayerLeverkusen,2.0,36.0,1.0,0.5,undefined,undefined,undefined,0.5,undefined,0.5,undefined,undefined,undefined,9.5,0.5,undefined,7.0,2.0,9.5,0.5,undefined,1.0,0.5
Zakaria Labyad,27.0,2021,NE,Ajax,20.0,954.0,0.6,0.9,0.4,0.3,undefined,0.3,0.4,1.5,1.2,0.4,1.0,20.4,0.9,0.4,15.9,3.3,20.4,0.9,0.2,1.3,0.3
Zakaria Labyad,27.0,2021,UCL,Ajax,5.0,182.0,0.4,0.4,0.2,undefined,undefined,undefined,undefined,0.2,0.4,0.2,0.6,12.6,0.6,0.4,10.0,1.6,12.6,0.6,undefined,undefined,undefined
Zakaria Labyad,26.0,2020,NE,Ajax,2.0,149.0,undefined,1.5,0.5,0.5,undefined,0.5,1.0,1.5,1.0,1.0,1.0,29.5,1.0,undefined,24.0,4.5,29.5,1.0,0.5,2.0,0.5
Zakaria Labyad,26.0,2020,UCL,Ajax,1.0,47.0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,4.0,1.0,1.0,undefined,9.0,undefined,undefined,8.0,1.0,9.0,undefined,undefined,undefined,undefined
Zakaria Labyad,25.0,2019,NE,Ajax,12.0,390.0,0.6,0.3,0.1,0.1,undefined,0.3,0.3,0.8,0.7,0.2,0.3,13.6,0.4,0.2,10.7,2.3,13.6,0.4,undefined,0.8,0.2
Zakaria Labyad,25.0,2019,UCL,Ajax,1.0,4.0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3.0,1.0,undefined,2.0,undefined,3.0,1.0,undefined,undefined,undefined
Zakaria Labyad,24.0,2018,NE,FCUtrecht,32.0,2755.0,1.2,1.2,0.9,0.5,0.2,0.7,0.8,1.8,1.6,0.7,1.2,29.4,1.4,1.8,20.0,6.3,29.4,1.4,1.1,1.6,0.3
Zakaria Labyad,23.0,2017,NE,FCUtrecht,18.0,1005.0,0.6,0.9,0.3,0.2,0.2,0.5,0.7,0.7,0.7,0.2,1.0,22.2,0.9,1.1,16.7,3.5,22.2,0.9,0.6,0.8,0.2
Zakaria Labyad,22.0,2016,EC,Fulham,2.0,54.0,0.5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,12.0,0.5,1.0,9.0,1.5,12.0,0.5,undefined,undefined,undefined
Zakaria Labyad,21.0,2015,NE,Vitesse,33.0,2395.0,1.4,1.3,0.7,0.3,0.1,1.4,1.4,1.8,1.2,0.3,0.9,32.1,2.1,1.4,23.4,5.2,32.1,2.1,0.5,1.5,0.2
Zakaria Labyad,20.0,2014,NE,Vitesse,18.0,1058.0,1.0,0.8,0.4,0.2,0.2,0.5,1.2,1.0,1.3,0.4,0.9,33.8,2.3,0.7,25.6,5.2,33.8,2.3,0.2,0.9,undefined
Zakaria Labyad,19.0,2013,UEL,SportingCP,5.0,294.0,0.4,1.2,0.4,0.2,undefined,1.6,0.2,0.8,0.2,undefined,0.6,21.0,0.6,0.2,17.0,3.2,21.0,0.6,0.2,0.4,undefined
Anwar El Ghazi,27.0,2021,EPL,AstonVilla,23.0,1192.0,0.4,1.1,0.6,0.3,undefined,0.9,1.0,1.7,1.2,0.9,1.7,17.6,0.4,0.4,12.8,3.9,17.6,0.4,0.3,0.6,undefined
Anwar El Ghazi,26.0,2020,EPL,AstonVilla,34.0,2062.0,0.6,0.6,0.3,0.1,undefined,0.7,0.9,1.6,1.0,0.9,1.7,14.1,0.4,0.6,9.8,3.3,14.1,0.4,0.2,0.7,0.1
Anwar El Ghazi,25.0,2019,EC,AstonVilla,34.0,2439.0,0.5,0.8,0.6,0.2,0.1,1.0,1.2,2.3,1.5,0.9,2.0,22.0,0.8,0.6,17.1,3.5,22.0,0.8,0.1,1.1,0.2
Anwar El Ghazi,24.0,2018,FL1,Lille,27.0,1648.0,0.7,1.1,0.5,0.1,undefined,0.7,0.9,1.2,1.4,0.6,1.0,19.0,0.2,0.5,14.5,3.7,19.0,0.2,0.3,0.6,0.1
Anwar El Ghazi,23.0,2017,NE,Ajax,12.0,621.0,0.8,0.7,0.2,undefined,undefined,1.0,2.3,0.9,1.6,0.6,1.2,18.9,0.4,0.2,15.0,3.3,18.9,0.4,undefined,0.7,0.2
Anwar El Ghazi,23.0,2017,FL1,Lille,12.0,692.0,0.7,0.3,0.5,0.1,undefined,0.9,0.5,2.9,1.6,1.8,1.8,16.6,0.2,0.2,12.4,3.8,16.6,0.2,0.1,0.3,undefined
Anwar El Ghazi,23.0,2017,UEL,Ajax,2.0,94.0,0.5,1.0,undefined,0.5,undefined,1.0,0.5,1.0,undefined,2.0,1.5,18.5,0.5,0.5,13.5,4.0,18.5,0.5,undefined,1.0,undefined
Anwar El Ghazi,22.0,2016,UEL,Ajax,5.0,318.0,0.8,0.6,0.4,undefined,undefined,2.6,1.4,1.6,1.6,0.2,1.2,20.6,0.2,0.4,17.6,2.4,20.6,0.2,undefined,0.6,undefined
Anwar El Ghazi,22.0,2016,NE,Ajax,27.0,1760.0,0.7,1.1,0.3,0.4,0.2,2.1,1.7,2.7,1.9,1.3,1.8,16.3,0.2,0.5,12.1,3.5,16.3,0.2,0.1,0.8,0.1
Anwar El Ghazi,21.0,2015,UCL,Ajax,5.0,168.0,0.2,0.2,0.6,0.2,undefined,2.0,1.2,1.0,1.0,0.4,0.6,8.0,0.2,0.2,4.4,3.2,8.0,0.2,undefined,0.2,undefined
Anwar El Ghazi,21.0,2015,UEL,Ajax,4.0,360.0,1.0,1.0,undefined,undefined,undefined,2.8,1.0,1.8,2.5,0.8,1.3,23.0,0.3,0.5,18.5,3.8,23.0,0.3,undefined,1.0,undefined
Anwar El Ghazi,21.0,2015,NE,Ajax,31.0,2172.0,0.9,1.0,0.4,0.3,0.1,2.5,1.9,2.1,1.8,1.2,1.3,17.7,0.2,0.5,13.4,3.6,17.7,0.2,0.1,1.0,0.3
Adnane Tighadouini,25.0,2018,NE,Twente,24.0,1098.0,0.5,0.5,0.4,0.1,undefined,0.9,1.5,1.5,1.8,0.5,0.5,16.6,0.9,0.4,11.5,3.8,16.6,0.9,0.1,0.4,undefined
Adnane Tighadouini,24.0,2017,NE,Vitesse,25.0,1543.0,1.0,0.4,0.6,0.1,undefined,1.7,1.8,1.3,1.5,0.4,0.6,21.9,1.4,1.4,15.2,3.9,21.9,1.4,0.2,0.8,undefined
Adnane Tighadouini,23.0,2016,SLL,Malaga,10.0,387.0,0.5,0.5,0.5,0.1,0.1,1.2,0.9,1.0,1.2,0.2,0.6,10.4,0.3,0.2,7.4,2.5,10.4,0.3,0.3,0.2,undefined
Adnane Tighadouini,23.0,2016,TS,Kayserispor,7.0,167.0,0.3,0.3,0.6,undefined,undefined,0.4,0.3,0.6,1.7,undefined,0.3,10.7,0.9,0.1,8.3,1.4,10.7,0.9,0.1,0.3,undefined
Adnane Tighadouini,22.0,2015,NE,NACBreda,33.0,2655.0,1.3,1.1,0.7,0.4,0.2,2.6,2.2,3.2,1.8,0.8,1.8,24.9,1.5,1.2,16.6,5.6,24.9,1.5,0.4,1.2,0.1
Adnane Tighadouini,21.0,2014,NE,NACBreda,9.0,350.0,0.4,0.1,undefined,0.1,undefined,1.4,0.7,1.3,1.1,0.1,0.3,7.8,0.2,0.1,6.0,1.4,7.8,0.2,undefined,0.3,undefined
Wout Weghorst,29.0,2021,GB,Wolfsburg,31.0,2680.0,0.9,1.5,0.4,0.6,undefined,0.4,0.5,2.2,0.8,3.0,2.1,23.7,0.7,0.1,15.0,7.8,23.7,0.7,undefined,1.3,0.2
Wout Weghorst,28.0,2020,GB,Wolfsburg,32.0,2741.0,1.0,1.2,0.4,0.5,undefined,0.6,0.6,2.6,1.3,4.1,3.0,24.5,0.3,0.2,15.2,8.8,24.5,0.3,undefined,1.1,0.1
Wout Weghorst,28.0,2020,UEL,Wolfsburg,9.0,760.0,0.7,1.0,0.9,0.2,undefined,0.2,0.3,2.1,0.6,2.4,3.0,21.2,0.3,undefined,14.1,6.8,21.2,0.3,undefined,0.9,0.2
Wout Weghorst,27.0,2019,GB,Wolfsburg,34.0,2931.0,0.7,1.0,0.4,0.5,undefined,0.3,0.4,1.9,1.4,3.4,2.9,23.6,0.5,0.3,15.9,6.9,23.6,0.5,undefined,1.1,0.2
Wout Weghorst,26.0,2018,NE,AZAlkmaar,31.0,2762.0,1.4,1.7,0.6,0.6,undefined,0.5,0.5,2.0,1.2,2.4,2.3,28.7,0.8,0.3,20.2,7.4,28.7,0.8,undefined,1.2,0.2
Wout Weghorst,25.0,2017,NE,AZAlkmaar,33.0,2419.0,0.6,1.2,0.5,0.5,undefined,0.3,0.3,2.5,1.5,2.6,2.1,25.8,0.3,0.3,18.8,6.4,25.8,0.3,undefined,1.2,0.1
