name,age,season,tournament,club,apps,mins,shots (off target),shots (on target),shots (blocked),goals,outside_of_box_goals,unsuccessful_dribbles,successful_dribbles,unsuccesful_touches,dispossessed,aerial_won,aerial_lost,total_passes,accurate_long_pass,inaccurate_long_pass,accurate_short_pass,inaccurate_short_pass,accurate_crosses,inaccurate_crosses,long_key_pass,short_key_pass,assists
Renato Ibarra,24.0,2015,NE,Vitesse,25.0,1295.0,0.8,0.6,0.4,0.1,undefined,1.0,1.1,1.7,0.4,0.4,1.2,23.6,0.5,0.5,19.4,3.2,23.6,0.5,0.1,1.3,0.1
Renato Ibarra,23.0,2014,NE,Vitesse,33.0,2596.0,0.7,0.7,0.7,undefined,undefined,1.2,2.1,1.8,1.8,0.5,0.9,29.1,0.8,0.5,23.2,4.6,29.1,0.8,0.3,0.9,0.1
Renato Ibarra,23.0,2014,WC,Ecuador,1.0,27.0,undefined,1.0,1.0,undefined,undefined,undefined,3.0,undefined,undefined,1.0,undefined,7.0,undefined,undefined,3.0,4.0,7.0,undefined,undefined,undefined,undefined
Jakob Jantscher,28.0,2017,TS,Rizespor,28.0,1828.0,0.4,0.5,0.5,0.2,0.1,0.6,0.4,1.4,0.7,0.2,0.5,21.6,1.0,0.6,16.9,3.2,21.6,1.0,0.3,0.8,undefined
Jakob Jantscher,27.0,2016,UEC,Austria,1.0,12.0,undefined,undefined,undefined,undefined,undefined,undefined,2.0,1.0,1.0,undefined,undefined,6.0,undefined,undefined,6.0,undefined,6.0,undefined,undefined,2.0,undefined
Jakob Jantscher,25.0,2014,NE,NECNijmegen,26.0,1843.0,0.8,0.4,0.5,0.1,undefined,1.2,1.1,1.2,1.3,0.6,1.2,19.1,0.3,0.5,13.5,4.8,19.1,0.3,0.7,0.6,0.2
Bojan,31.0,2020,UMLS,CFMontreal,19.0,1315.0,0.5,0.7,0.3,0.2,0.1,1.3,2.6,1.5,1.4,0.2,0.3,26.1,2.0,0.9,19.3,3.9,26.1,2.0,0.2,0.9,0.1
Bojan,30.0,2019,UMLS,CFMontreal,8.0,608.0,1.0,0.8,0.5,0.4,0.1,1.1,2.8,2.5,1.3,0.8,0.5,27.6,0.9,0.8,21.8,4.3,27.6,0.9,undefined,0.9,undefined
Bojan,30.0,2019,EC,Stoke,21.0,736.0,0.1,0.2,0.2,undefined,undefined,0.7,0.7,1.0,0.7,0.1,0.4,18.0,1.4,0.9,13.9,1.9,18.0,1.4,undefined,0.4,undefined
Bojan,29.0,2018,SLL,DeportivoAlaves,13.0,436.0,0.1,0.3,undefined,undefined,undefined,0.2,0.7,1.0,0.8,undefined,0.5,10.5,0.6,0.2,7.8,1.8,10.5,0.6,undefined,0.2,undefined
Bojan,29.0,2018,EPL,Stoke,1.0,72.0,1.0,undefined,undefined,undefined,undefined,undefined,1.0,1.0,2.0,undefined,undefined,25.0,undefined,undefined,22.0,3.0,25.0,undefined,undefined,1.0,undefined
Bojan,28.0,2017,GB,Mainz05,11.0,631.0,0.4,0.5,0.3,0.1,undefined,1.0,1.3,0.8,1.0,0.4,0.8,18.2,0.8,0.4,13.7,3.3,18.2,0.8,undefined,0.9,0.1
Bojan,28.0,2017,EPL,Stoke,9.0,475.0,0.6,0.4,0.1,0.3,undefined,1.0,0.9,1.3,0.8,0.1,0.3,20.9,1.1,0.7,16.3,2.8,20.9,1.1,0.1,0.3,undefined
Bojan,27.0,2016,EPL,Stoke,27.0,1712.0,0.5,0.6,0.3,0.3,undefined,1.8,1.7,1.4,1.4,0.1,0.4,27.0,1.4,0.4,21.3,3.9,27.0,1.4,0.2,0.8,undefined
Bojan,26.0,2015,EPL,Stoke,16.0,1209.0,0.7,0.5,0.8,0.3,0.1,2.5,2.8,1.8,2.4,0.1,1.1,34.9,1.9,0.6,27.8,4.6,34.9,1.9,0.5,1.1,0.1
Bojan,25.0,2014,UCL,Ajax,2.0,162.0,1.5,0.5,undefined,undefined,undefined,3.0,2.0,0.5,3.0,1.0,0.5,32.5,2.0,undefined,27.5,3.0,32.5,2.0,0.5,1.0,undefined
Bojan,25.0,2014,UEL,Ajax,2.0,117.0,0.5,undefined,0.5,undefined,undefined,3.5,4.5,1.0,3.5,1.0,1.5,19.0,1.5,0.5,12.5,4.5,19.0,1.5,undefined,1.0,0.5
Bojan,25.0,2014,NE,Ajax,24.0,1361.0,1.0,0.7,0.4,0.2,0.1,1.8,1.5,1.3,1.2,0.1,0.8,23.3,1.5,0.3,18.0,3.5,23.3,1.5,undefined,1.0,0.1
Bojan,24.0,2013,ISA,ACMilan,19.0,730.0,0.5,0.6,0.2,0.2,0.1,1.9,1.1,1.0,0.8,undefined,0.5,18.0,1.4,0.3,14.1,2.3,18.0,1.4,0.3,1.1,0.1
Bojan,24.0,2013,UCL,ACMilan,6.0,327.0,0.3,0.7,0.7,undefined,undefined,1.0,1.3,1.0,3.7,undefined,0.5,18.0,1.0,1.2,12.5,3.3,18.0,1.0,0.2,0.7,undefined
Bojan,23.0,2012,ISA,Roma,33.0,1400.0,0.6,0.7,0.3,0.2,undefined,1.2,1.0,1.2,1.0,0.1,0.3,13.7,0.4,0.2,11.2,2.0,13.7,0.4,0.2,0.6,undefined
Bojan,22.0,2011,SLL,Barcelona,27.0,933.0,0.4,0.6,0.1,0.2,undefined,0.7,0.7,1.0,0.7,0.1,0.2,12.0,0.4,0.1,9.7,1.7,12.0,0.4,undefined,0.4,0.1
Bojan,22.0,2011,UCL,Barcelona,3.0,59.0,0.3,undefined,0.3,undefined,undefined,undefined,0.3,0.7,0.3,undefined,0.3,4.3,undefined,undefined,4.3,undefined,4.3,undefined,undefined,0.3,undefined
Bojan,21.0,2010,SLL,Barcelona,23.0,992.0,0.5,0.6,0.2,0.3,undefined,0.9,0.4,undefined,1.0,undefined,0.2,15.0,0.2,undefined,12.1,2.7,15.0,0.2,undefined,0.5,0.1
Bojan,21.0,2010,UCL,Barcelona,5.0,114.0,0.4,0.2,0.2,0.2,0.2,0.4,0.2,undefined,0.6,undefined,0.2,6.4,0.4,undefined,5.0,1.0,6.4,0.4,undefined,0.2,undefined
Rajiv van La Parra,29.0,2021,GB2,WuerzburgerKickers,9.0,325.0,0.4,0.2,0.2,0.1,undefined,0.6,1.4,1.8,0.9,0.1,1.1,9.4,0.6,undefined,6.7,2.2,9.4,0.6,undefined,0.1,undefined
Rajiv van La Parra,28.0,2020,EC,Huddersfield,4.0,222.0,0.5,undefined,0.3,undefined,undefined,2.3,2.0,2.8,1.5,undefined,0.3,19.8,0.5,1.0,15.3,3.0,19.8,0.5,0.5,0.5,undefined
Rajiv van La Parra,28.0,2020,UCL,FKCrvenaZvezda,5.0,355.0,0.4,0.6,undefined,undefined,undefined,3.0,0.6,1.6,0.8,0.4,0.8,15.2,undefined,undefined,14.4,0.8,15.2,undefined,0.2,0.2,undefined
Rajiv van La Parra,27.0,2019,EC,Middlesbrough,3.0,70.0,0.3,0.3,undefined,undefined,undefined,1.0,2.0,0.3,0.3,undefined,0.3,7.3,0.3,undefined,5.7,1.3,7.3,0.3,undefined,0.3,undefined
Rajiv van La Parra,27.0,2019,EPL,Huddersfield,5.0,407.0,0.8,undefined,0.2,undefined,undefined,2.0,1.4,2.2,4.2,0.2,1.4,21.0,1.2,0.2,16.8,2.8,21.0,1.2,undefined,0.8,undefined
Rajiv van La Parra,26.0,2018,EPL,Huddersfield,33.0,2146.0,0.3,0.5,0.5,0.1,undefined,1.8,2.1,2.3,1.7,0.4,0.9,19.2,0.4,0.4,14.8,3.5,19.2,0.4,undefined,0.4,undefined
Rajiv van La Parra,25.0,2017,EC,Huddersfield,43.0,3284.0,0.8,0.4,0.5,undefined,undefined,2.2,3.2,2.5,2.1,0.7,1.3,24.9,0.7,0.2,19.7,4.4,24.9,0.7,undefined,0.4,0.1
Rajiv van La Parra,24.0,2016,EC,Brighton,6.0,430.0,0.5,0.5,0.3,0.3,0.2,2.2,1.0,3.2,1.3,0.5,1.8,20.5,undefined,0.5,15.8,4.2,20.5,undefined,0.5,0.7,0.2
Rajiv van La Parra,24.0,2016,EC,WolverhamptonWanderers,13.0,897.0,1.0,0.2,0.5,undefined,undefined,1.6,1.9,3.6,3.4,0.5,2.2,19.1,0.5,0.5,14.7,3.3,19.1,0.5,0.2,1.2,0.1
Rajiv van La Parra,24.0,2016,EC,Huddersfield,8.0,478.0,undefined,0.1,0.6,undefined,undefined,1.4,2.3,2.0,1.9,0.4,1.3,20.0,0.4,0.4,15.1,4.1,20.0,0.4,undefined,1.0,undefined
Rajiv van La Parra,23.0,2015,EC,WolverhamptonWanderers,40.0,2467.0,0.7,0.4,0.4,undefined,undefined,1.6,1.1,2.1,2.4,0.4,1.0,20.8,0.3,0.3,15.6,4.6,20.8,0.3,0.2,0.9,0.2
Rajiv van La Parra,22.0,2014,NE,SCHeerenveen,32.0,1791.0,0.6,0.5,0.3,0.2,0.1,1.5,1.6,1.6,1.7,0.3,0.5,18.4,0.2,0.3,14.3,3.7,18.4,0.2,0.2,0.5,0.2
Rajiv van La Parra,19.0,2011,FL1,Caen,6.0,164.0,0.7,0.2,0.2,undefined,undefined,0.5,0.2,0.7,0.8,0.3,0.3,6.3,undefined,undefined,5.3,1.0,6.3,undefined,undefined,undefined,undefined
Richairo Zivkovic,28.0,2020,CSl,GuangzhouCity,6.0,455.0,0.7,0.3,0.2,0.2,undefined,1.0,1.2,1.7,0.8,0.7,1.0,12.7,0.2,0.2,10.8,1.5,12.7,0.2,undefined,0.7,undefined
Richairo Zivkovic,28.0,2020,EPL,SheffieldUnited,5.0,107.0,undefined,undefined,0.2,undefined,undefined,0.6,undefined,0.2,0.6,undefined,2.4,3.6,undefined,undefined,3.2,0.4,3.6,undefined,undefined,0.4,undefined
Richairo Zivkovic,25.0,2017,NE,FCUtrecht,34.0,1985.0,0.6,0.7,0.2,0.3,undefined,0.7,0.3,1.4,1.0,1.0,1.0,10.9,0.2,0.3,7.9,2.6,10.9,0.2,0.1,0.5,0.1
Richairo Zivkovic,24.0,2016,NE,WillemII,16.0,951.0,0.3,0.4,0.2,0.1,undefined,0.4,0.3,1.8,1.1,0.8,1.8,11.1,0.2,0.4,6.6,3.9,11.1,0.2,undefined,0.2,0.1
Richairo Zivkovic,23.0,2015,UCL,Ajax,1.0,5.0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1.0,undefined,undefined,1.0,undefined,undefined,1.0,undefined,1.0,undefined,undefined,undefined,undefined
Richairo Zivkovic,23.0,2015,UEL,Ajax,1.0,13.0,undefined,undefined,undefined,undefined,undefined,1.0,undefined,2.0,undefined,undefined,undefined,3.0,undefined,undefined,2.0,1.0,3.0,undefined,undefined,1.0,undefined
Richairo Zivkovic,23.0,2015,NE,Ajax,7.0,114.0,0.6,0.1,undefined,0.1,undefined,0.7,undefined,1.0,1.0,0.4,0.6,3.6,undefined,undefined,2.7,0.9,3.6,undefined,undefined,0.1,0.1
Richairo Zivkovic,22.0,2014,NE,FCGroningen,33.0,1686.0,0.4,1.2,0.2,0.3,undefined,0.6,0.3,1.5,1.1,0.5,1.3,8.4,0.2,0.1,5.8,2.3,8.4,0.2,0.1,0.4,undefined
Jerson Cabral,20.0,2017,NE,SpartaRotterdam,13.0,834.0,0.9,0.2,0.5,undefined,undefined,1.8,0.9,1.3,1.8,0.2,0.5,17.8,0.3,0.2,13.5,3.8,17.8,0.3,0.3,1.0,0.2
Jerson Cabral,20.0,2017,FL1,SCBastia,6.0,62.0,0.2,undefined,undefined,undefined,undefined,undefined,0.2,0.5,0.5,0.3,0.3,3.8,0.2,0.2,2.7,0.8,3.8,0.2,undefined,0.2,undefined
Jerson Cabral,19.0,2016,NE,Twente,24.0,1938.0,0.5,0.8,0.7,0.3,0.1,2.9,3.0,2.3,2.3,0.3,0.4,20.5,0.8,0.5,16.1,3.1,20.5,0.8,0.1,1.3,0.2
Jerson Cabral,18.0,2015,NE,WillemII,17.0,721.0,0.5,0.4,0.2,0.1,undefined,0.7,0.9,1.1,1.3,0.2,0.8,11.0,0.4,0.4,7.9,2.4,11.0,0.4,0.1,0.2,undefined
Jerson Cabral,17.0,2014,NE,ADODenHaag,14.0,1067.0,0.6,0.5,0.9,undefined,undefined,2.0,1.6,1.9,1.1,0.7,0.9,17.5,0.9,0.6,12.0,4.1,17.5,0.9,0.9,0.8,undefined
Jerson Cabral,16.0,2013,UEL,Twente,3.0,132.0,1.0,0.3,0.3,undefined,undefined,3.3,1.7,1.0,1.0,0.7,0.3,20.3,1.0,0.3,15.7,3.3,20.3,1.0,0.7,undefined,0.3
Christoph Hemlein,21.0,2018,GB2,ArminiaBielefeld,27.0,910.0,0.3,0.2,0.2,undefined,undefined,0.6,0.2,0.7,0.5,0.7,0.8,9.3,0.3,0.7,5.9,2.3,9.3,0.3,0.1,0.3,undefined
Christoph Hemlein,20.0,2017,GB2,ArminiaBielefeld,29.0,1857.0,0.7,0.7,0.1,0.1,undefined,1.1,0.2,1.0,0.7,1.4,0.8,14.6,0.8,1.3,7.3,5.1,14.6,0.8,0.2,0.5,0.1
Christoph Hemlein,19.0,2016,GB2,ArminiaBielefeld,30.0,2141.0,0.8,0.5,0.6,undefined,undefined,0.7,0.9,1.0,1.0,1.3,1.0,18.1,1.0,1.5,11.6,4.0,18.1,1.0,0.1,0.7,0.1
Christoph Hemlein,17.0,2014,NE,NECNijmegen,29.0,1633.0,0.9,0.7,0.3,0.1,undefined,1.2,0.5,1.3,0.9,0.5,0.8,11.9,0.5,0.6,6.8,4.0,11.9,0.5,0.1,0.6,0.1
Christoph Hemlein,15.0,2012,GB,VfBStuttgart,3.0,58.0,undefined,undefined,0.3,undefined,undefined,undefined,undefined,0.3,1.0,undefined,undefined,5.0,undefined,undefined,3.3,1.7,5.0,undefined,undefined,undefined,undefined
Jarchinio Antonia,26.0,2017,NE,FCGroningen,3.0,194.0,0.3,undefined,undefined,undefined,undefined,undefined,0.3,1.3,0.3,undefined,undefined,24.3,2.0,undefined,16.3,6.0,24.3,2.0,0.7,1.7,undefined
Jarchinio Antonia,26.0,2017,NE,GoAheadEagles,29.0,2183.0,0.3,0.4,0.2,0.2,undefined,0.5,0.8,1.1,0.9,undefined,0.5,20.9,1.2,1.2,13.4,5.1,20.9,1.2,0.2,0.9,0.1
Jarchinio Antonia,25.0,2016,UEL,FCGroningen,5.0,200.0,undefined,undefined,undefined,undefined,undefined,0.6,0.2,0.4,undefined,undefined,0.2,11.0,0.8,0.6,6.8,2.8,11.0,0.8,undefined,0.8,undefined
Jarchinio Antonia,25.0,2016,NE,FCGroningen,17.0,798.0,0.6,0.3,0.2,undefined,undefined,0.6,0.5,0.4,0.5,0.1,0.2,16.0,0.6,0.3,11.9,3.2,16.0,0.6,0.1,0.6,0.2
Jarchinio Antonia,24.0,2015,NE,FCGroningen,27.0,1888.0,0.3,0.3,0.2,0.1,undefined,0.8,0.6,1.4,0.7,0.3,0.7,21.2,1.0,0.9,14.8,4.5,21.2,1.0,0.1,1.3,0.3
Jarchinio Antonia,23.0,2014,NE,GoAheadEagles,33.0,2657.0,0.6,0.6,0.3,0.3,undefined,0.6,0.8,1.3,1.2,0.4,0.6,25.0,1.1,0.9,17.1,6.0,25.0,1.1,0.3,0.7,0.2
Jody Lukoki,30.0,2021,TS,YeniMalatyaspor,10.0,333.0,0.1,0.2,0.1,undefined,undefined,0.2,0.3,0.6,0.3,0.1,0.5,7.3,0.2,0.5,4.7,1.9,7.3,0.2,0.2,0.3,0.1
Jody Lukoki,29.0,2020,UEL,LudogoretsRazgrad,6.0,457.0,0.5,0.8,0.2,0.5,undefined,1.7,0.8,1.2,2.5,0.7,1.0,15.2,0.2,1.0,10.5,3.5,15.2,0.2,0.2,0.2,undefined
Jody Lukoki,28.0,2019,UEL,LudogoretsRazgrad,4.0,356.0,0.3,0.3,0.3,0.3,undefined,0.8,2.3,2.8,2.0,0.5,0.8,17.3,0.3,1.0,12.5,3.5,17.3,0.3,undefined,0.8,undefined
Jody Lukoki,27.0,2018,UEL,LudogoretsRazgrad,7.0,495.0,0.6,0.3,0.1,0.1,undefined,1.9,0.4,1.0,1.4,0.6,0.9,16.0,0.1,undefined,12.6,3.3,16.0,0.1,0.4,0.7,undefined
Jody Lukoki,26.0,2017,UCL,LudogoretsRazgrad,4.0,50.0,undefined,0.3,undefined,undefined,undefined,undefined,0.8,0.8,0.3,undefined,0.8,5.0,0.3,undefined,3.8,1.0,5.0,0.3,undefined,undefined,undefined
Jody Lukoki,24.0,2015,NE,PECZwolle,33.0,2722.0,0.3,0.4,0.2,0.1,undefined,2.0,1.5,2.0,2.1,0.4,1.0,20.2,0.3,0.5,14.9,4.5,20.2,0.3,0.3,1.0,0.1
Jody Lukoki,23.0,2014,NE,Cambuur,32.0,2710.0,0.5,0.4,0.2,0.1,undefined,1.8,1.8,1.9,1.5,0.5,0.9,20.3,0.3,0.3,13.3,6.4,20.3,0.3,0.5,1.0,0.2
Jody Lukoki,22.0,2013,UCL,Ajax,2.0,99.0,undefined,0.5,undefined,undefined,undefined,2.0,1.5,1.0,0.5,undefined,1.5,16.0,undefined,undefined,12.0,4.0,16.0,undefined,0.5,undefined,undefined
Jody Lukoki,21.0,2012,UCL,Ajax,2.0,19.0,0.5,0.5,undefined,undefined,undefined,undefined,1.0,0.5,1.0,0.5,undefined,3.5,undefined,undefined,2.5,1.0,3.5,undefined,undefined,undefined,undefined
Jürgen Locadia,30.0,2021,UMLS,FCCincinnati,3.0,127.0,undefined,undefined,1.0,undefined,undefined,0.3,undefined,1.3,1.7,0.7,2.3,15.0,1.3,undefined,10.7,3.0,15.0,1.3,undefined,0.7,undefined
Jürgen Locadia,29.0,2020,UMLS,FCCincinnati,18.0,1382.0,1.2,0.9,0.9,0.1,undefined,0.3,0.4,2.7,1.4,0.9,1.1,22.3,0.9,0.4,17.0,3.9,22.3,0.9,0.1,0.5,undefined
Jürgen Locadia,29.0,2020,GB,Hoffenheim,11.0,527.0,0.6,1.0,0.2,0.4,0.1,undefined,0.2,1.3,0.8,0.7,0.9,11.7,0.2,0.5,8.4,2.7,11.7,0.2,undefined,0.3,undefined
Jürgen Locadia,29.0,2020,EPL,Brighton,2.0,86.0,0.5,0.5,undefined,undefined,undefined,undefined,0.5,2.5,1.0,1.0,1.0,9.5,undefined,undefined,5.0,4.5,9.5,undefined,undefined,undefined,undefined
Jürgen Locadia,28.0,2019,EPL,Brighton,26.0,1230.0,0.4,0.4,0.3,0.1,undefined,0.1,0.2,1.6,0.6,0.9,1.7,12.7,0.7,0.4,8.6,3.1,12.7,0.7,undefined,0.5,undefined
Jürgen Locadia,27.0,2018,EPL,Brighton,6.0,224.0,0.5,0.2,0.3,0.2,undefined,0.3,undefined,0.8,0.2,0.2,1.8,8.5,0.8,0.2,5.2,2.3,8.5,0.8,undefined,0.2,0.2
Jürgen Locadia,27.0,2018,NE,PSVEindhoven,15.0,1253.0,1.7,1.7,1.0,0.6,0.1,0.5,0.5,2.7,1.1,0.9,0.9,28.6,1.8,0.7,20.3,5.8,28.6,1.8,0.1,1.4,0.1
Jürgen Locadia,26.0,2017,NE,PSVEindhoven,14.0,766.0,1.0,0.6,0.9,0.2,0.1,0.4,0.7,1.1,1.0,0.6,1.6,23.6,1.3,0.4,16.4,5.6,23.6,1.3,0.1,0.9,0.1
Jürgen Locadia,25.0,2016,UCL,PSVEindhoven,8.0,539.0,0.4,0.5,0.4,0.1,undefined,0.4,0.8,1.8,1.1,0.5,1.4,28.1,1.4,1.1,21.9,3.8,28.1,1.4,undefined,0.5,undefined
Jürgen Locadia,25.0,2016,NE,PSVEindhoven,29.0,1982.0,1.2,1.3,0.7,0.3,0.1,0.5,0.6,1.3,1.3,0.5,0.9,27.1,1.7,0.6,20.9,4.0,27.1,1.7,undefined,1.4,0.3
Jürgen Locadia,24.0,2015,UEL,PSVEindhoven,6.0,295.0,0.3,undefined,0.2,undefined,undefined,undefined,0.3,1.0,1.2,0.5,1.2,15.0,0.7,0.7,12.2,1.5,15.0,0.7,0.2,0.3,undefined
Jürgen Locadia,24.0,2015,NE,PSVEindhoven,23.0,698.0,0.2,0.4,0.3,0.3,0.1,0.1,0.1,0.6,0.6,0.1,0.5,11.3,0.6,0.3,9.0,1.5,11.3,0.6,undefined,0.4,0.1
Jürgen Locadia,23.0,2014,UEL,PSVEindhoven,5.0,421.0,0.8,0.4,1.0,0.2,undefined,0.2,0.4,2.2,1.6,1.2,2.2,20.8,undefined,undefined,16.4,4.4,20.8,undefined,undefined,1.4,0.2
Jürgen Locadia,23.0,2014,NE,PSVEindhoven,31.0,2306.0,0.9,0.8,0.5,0.4,undefined,0.4,0.3,2.1,1.9,0.8,2.1,15.8,0.5,0.1,12.7,2.5,15.8,0.5,undefined,1.0,0.2
Jürgen Locadia,22.0,2013,UEL,PSVEindhoven,2.0,28.0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0.5,undefined,undefined,5.0,0.5,undefined,4.5,undefined,5.0,0.5,undefined,undefined,undefined
Jeffrey Sarpong,24.0,2015,NE,NACBreda,28.0,1844.0,0.6,0.4,0.3,0.1,undefined,1.0,0.9,1.4,1.0,0.3,0.9,21.6,1.0,0.7,16.4,3.5,21.6,1.0,0.3,1.0,0.2
Jeffrey Sarpong,23.0,2014,NE,NACBreda,30.0,2303.0,0.6,0.6,0.4,0.1,undefined,1.7,1.1,2.1,1.6,0.5,0.9,21.3,0.6,0.5,15.6,4.6,21.3,0.6,0.1,0.7,0.1
Jeffrey Sarpong,21.0,2012,SLL,RealSociedad,3.0,87.0,undefined,undefined,undefined,undefined,undefined,0.7,0.3,1.7,1.3,undefined,0.3,9.3,undefined,undefined,8.0,1.3,9.3,undefined,undefined,0.7,undefined
Jeffrey Sarpong,20.0,2011,SLL,RealSociedad,16.0,326.0,0.5,0.3,0.3,0.1,undefined,0.8,0.2,0.4,0.3,0.1,0.1,8.1,undefined,0.4,6.4,1.3,8.1,undefined,undefined,0.4,0.1
Kolbeinn Sigthorsson,31.0,2022,WC,Iceland,2.0,35.0,0.5,undefined,0.5,undefined,undefined,undefined,undefined,2.0,undefined,3.0,0.5,5.5,undefined,undefined,4.0,1.5,5.5,undefined,undefined,undefined,undefined
Kolbeinn Sigthorsson,30.0,2021,UNL,Iceland,2.0,26.0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1.0,undefined,1.0,2.5,4.5,undefined,undefined,2.0,2.5,4.5,undefined,undefined,undefined,undefined
Kolbeinn Sigthorsson,28.0,2019,UNL,Iceland,3.0,61.0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2.0,0.7,1.0,2.7,5.3,undefined,undefined,3.3,2.0,5.3,undefined,undefined,undefined,undefined
Kolbeinn Sigthorsson,27.0,2018,FL1,Nantes,2.0,24.0,0.5,undefined,undefined,undefined,undefined,undefined,1.0,undefined,0.5,1.5,1.0,5.0,undefined,undefined,3.0,2.0,5.0,undefined,undefined,undefined,undefined
Kolbeinn Sigthorsson,26.0,2017,FL1,Nantes,2.0,157.0,0.5,0.5,undefined,undefined,undefined,undefined,0.5,3.0,2.0,4.0,6.0,22.5,undefined,undefined,12.0,10.5,22.5,undefined,undefined,0.5,undefined
Kolbeinn Sigthorsson,25.0,2016,FL1,Nantes,26.0,1694.0,0.7,0.5,0.2,0.1,undefined,0.2,0.6,1.7,1.7,4.5,3.7,22.2,0.3,0.2,15.7,6.0,22.2,0.3,undefined,0.5,undefined
Kolbeinn Sigthorsson,24.0,2015,UCL,Ajax,4.0,286.0,0.8,0.3,0.3,undefined,undefined,1.0,0.3,1.0,1.5,1.0,2.5,16.3,undefined,0.3,12.5,3.5,16.3,undefined,undefined,0.3,undefined
Kolbeinn Sigthorsson,24.0,2015,UEL,Ajax,1.0,11.0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2.0,1.0,3.0,undefined,undefined,1.0,2.0,3.0,undefined,undefined,undefined,undefined
Kolbeinn Sigthorsson,24.0,2015,NE,Ajax,21.0,1195.0,0.7,0.8,0.2,0.3,undefined,0.5,0.3,1.6,1.2,3.0,2.7,17.4,0.1,0.1,11.7,5.5,17.4,0.1,0.1,0.3,0.1
Kolbeinn Sigthorsson,25.0,2016,UEC,Iceland,5.0,405.0,0.4,0.4,0.2,0.4,undefined,undefined,0.4,1.2,1.6,8.2,7.0,24.6,undefined,0.2,12.2,12.2,24.6,undefined,undefined,0.8,undefined
Kolbeinn Sigthorsson,23.0,2014,UCL,Ajax,5.0,378.0,0.4,0.8,0.4,undefined,undefined,1.2,1.4,2.2,1.4,3.2,4.0,22.0,0.6,undefined,15.2,6.2,22.0,0.6,0.2,0.8,undefined
Kolbeinn Sigthorsson,23.0,2014,UEL,Ajax,2.0,150.0,0.5,0.5,undefined,undefined,undefined,0.5,0.5,2.0,1.0,7.5,7.0,25.5,0.5,undefined,14.0,11.0,25.5,0.5,undefined,0.5,undefined
Kolbeinn Sigthorsson,23.0,2014,NE,Ajax,30.0,1932.0,0.8,0.9,0.3,0.3,undefined,0.8,0.7,1.8,1.7,1.7,2.4,18.0,0.2,0.1,12.8,4.8,18.0,0.2,0.1,0.8,0.1
Kolbeinn Sigthorsson,22.0,2013,UEL,Ajax,2.0,154.0,undefined,1.0,0.5,undefined,undefined,1.5,1.5,1.5,1.0,undefined,2.5,23.0,0.5,undefined,18.5,4.0,23.0,0.5,undefined,0.5,undefined
Kolbeinn Sigthorsson,21.0,2012,UCL,Ajax,2.0,171.0,1.0,0.5,1.0,undefined,undefined,undefined,1.0,1.0,2.0,0.5,0.5,22.5,undefined,0.5,20.0,2.0,22.5,undefined,undefined,1.5,undefined
Giovanni Hiwat,23.0,2014,NE,PECZwolle,15.0,1004.0,0.7,0.5,0.3,0.1,undefined,1.1,0.9,0.9,1.5,0.3,0.7,15.7,0.5,0.4,11.5,3.3,15.7,0.5,0.2,0.5,0.1
Michiel Hemmen,28.0,2016,NE,Excelsior,4.0,35.0,undefined,0.3,undefined,undefined,undefined,undefined,undefined,undefined,0.3,0.8,0.5,2.3,undefined,undefined,1.8,0.5,2.3,undefined,undefined,undefined,undefined
Michiel Hemmen,27.0,2015,NE,Cambuur,12.0,569.0,0.6,0.4,0.2,0.3,undefined,0.2,0.3,2.0,1.0,2.5,2.5,12.3,undefined,0.2,7.7,4.4,12.3,undefined,undefined,0.5,undefined
Michiel Hemmen,26.0,2014,NE,Cambuur,26.0,1543.0,0.6,0.5,0.3,0.3,undefined,0.8,0.5,1.7,1.7,1.5,1.7,16.2,0.3,0.2,11.2,4.6,16.2,0.3,undefined,0.5,undefined
Elvis Manu,33.0,2021,UEL,LudogoretsRazgrad,5.0,249.0,undefined,0.8,0.2,0.8,undefined,0.2,1.4,1.6,1.2,undefined,0.4,11.2,0.4,0.4,8.2,2.2,11.2,0.4,undefined,1.4,0.2
Elvis Manu,31.0,2019,CSl,BeijingRenhe,12.0,672.0,0.1,0.5,0.7,0.1,undefined,1.2,2.4,1.5,1.6,undefined,0.7,11.5,0.1,0.3,8.4,2.8,11.5,0.1,undefined,0.5,0.1
Elvis Manu,31.0,2019,TS,Akhisarspor,28.0,1831.0,0.5,0.8,undefined,0.3,undefined,0.7,1.6,2.3,2.1,0.2,0.6,12.2,0.5,0.2,8.8,2.7,12.2,0.5,undefined,0.6,0.1
Elvis Manu,31.0,2019,UEL,Akhisarspor,5.0,263.0,0.6,0.4,undefined,0.2,undefined,0.4,1.2,2.0,1.6,0.2,0.8,10.2,undefined,undefined,7.6,2.6,10.2,undefined,undefined,0.4,undefined
Elvis Manu,30.0,2018,TS,Genclerbirligi,24.0,1430.0,0.3,0.8,0.4,0.2,undefined,1.5,2.0,2.1,1.9,0.1,0.5,11.0,0.3,0.4,7.4,2.9,11.0,0.3,undefined,0.5,0.1
